0,0,0
0.02322,0,0
0.04644,0,0
0.06966,0,0
0.09288,0,0
0.1161,0,0
0.13932,0,0
0.16254,0,0
0.18576,387.597656,0
0.20898,0,0
0.2322,2562.451172,0
0.25542,129.199219,0.000936
0.278639,129.199219,0.02331
0.301859,64.599609,0.028913
0.325079,64.599609,0.127686
0.348299,86.132812,6.203049
0.371519,21.533203,22.409702
0.394739,150.732422,8.21505
0.417959,150.732422,5.826823
0.441179,150.732422,6.03675
0.464399,150.732422,5.38233
0.487619,150.732422,5.084877
0.510839,150.732422,4.75651
0.534059,150.732422,4.842643
0.557279,150.732422,4.756711
0.580499,150.732422,4.170006
0.603719,150.732422,4.09852
0.626939,150.732422,3.489168
0.650159,301.464844,4.634458
0.673379,301.464844,5.31494
0.696599,301.464844,3.608012
0.719819,150.732422,3.167923
0.743039,150.732422,3.131114
0.766259,150.732422,2.902141
0.789478,150.732422,3.248613
0.812698,150.732422,3.093757
0.835918,150.732422,2.9683
0.859138,150.732422,3.074492
0.882358,150.732422,2.862245
0.905578,150.732422,3.071172
0.928798,301.464844,6.269954
0.952018,301.464844,6.033651
0.975238,301.464844,3.630305
0.998458,301.464844,3.665508
1.021678,624.462891,4.056604
1.044898,301.464844,3.889803
1.068118,301.464844,3.683387
1.091338,301.464844,3.510941
1.114558,150.732422,3.15469
1.137778,150.732422,2.899915
1.160998,150.732422,2.968399
1.184218,150.732422,3.167743
1.207438,150.732422,3.23425
1.230658,150.732422,3.064959
1.253878,150.732422,2.705441
1.277098,150.732422,2.817363
1.300317,150.732422,2.431422
1.323537,1184.326172,6.306189
1.346757,1184.326172,5.721749
1.369977,1184.326172,2.813584
1.393197,1184.326172,2.417602
1.416417,1184.326172,1.262689
1.439637,86.132812,4.669081
1.462857,21.533203,25.139423
1.486077,107.666016,3.861885
1.509297,645.996094,4.259004
1.532517,624.462891,4.133979
1.555737,624.462891,2.539529
1.578957,107.666016,2.01616
1.602177,107.666016,2.201888
1.625397,107.666016,2.220323
1.648617,107.666016,2.425553
1.671837,107.666016,2.548519
1.695057,107.666016,2.235126
1.718277,602.929688,3.630938
1.741497,581.396484,1.791262
1.764717,107.666016,1.649696
1.787937,107.666016,1.693444
1.811156,107.666016,1.840734
1.834376,107.666016,2.239438
1.857596,1141.259766,2.073451
1.880816,107.666016,2.039176
1.904036,107.666016,1.849706
1.927256,150.732422,1.932003
1.950476,150.732422,1.928973
1.973696,150.732422,1.653422
1.996916,602.929688,1.855482
2.020136,602.929688,2.551826
2.043356,107.666016,1.983499
2.066576,602.929688,2.13798
2.089796,1141.259766,2.81763
2.113016,602.929688,1.879955
2.136236,107.666016,1.719446
2.159456,107.666016,1.828694
2.182676,107.666016,1.819321
2.205896,107.666016,2.158348
2.229116,107.666016,2.036088
2.252336,107.666016,2.247404
2.275556,107.666016,1.906034
2.298776,107.666016,1.634573
2.321995,1141.259766,1.691542
2.345215,1141.259766,1.919003
2.368435,1141.259766,1.936035
2.391655,1119.726562,1.764066
2.414875,1141.259766,1.288603
2.438095,602.929688,1.157056
2.461315,602.929688,1.126397
2.484535,1141.259766,0.675
2.507755,64.599609,3.561085
2.530975,107.666016,12.197328
2.554195,21.533203,12.005682
2.577415,344.53125,6.897753
2.600635,344.53125,4.520389
2.623855,344.53125,4.039464
2.647075,344.53125,3.374392
2.670295,344.53125,3.570305
2.693515,344.53125,2.96415
2.716735,344.53125,2.894317
2.739955,64.599609,2.640437
2.763175,64.599609,2.21615
2.786395,64.599609,2.256786
2.809615,344.53125,3.985873
2.832834,344.53125,10.682139
2.856054,344.53125,7.177876
2.879274,344.53125,5.481394
2.902494,344.53125,4.064232
2.925714,64.599609,2.505339
2.948934,64.599609,2.271551
2.972154,64.599609,2.108764
2.995374,64.599609,2.027689
3.018594,64.599609,2.03936
3.041814,64.599609,1.873418
3.065034,64.599609,2.008325
3.088254,301.464844,4.007626
3.111474,301.464844,3.525112
3.134694,64.599609,2.140459
3.157914,258.398438,1.998696
3.181134,64.599609,1.900215
3.204354,64.599609,1.967408
3.227574,301.464844,1.599051
3.250794,301.464844,1.43197
3.274014,64.599609,2.045823
3.297234,64.599609,1.703254
3.320454,64.599609,1.396093
3.343673,64.599609,1.620432
3.366893,1033.59375,5.393987
3.390113,1033.59375,8.38193
3.413333,538.330078,5.139641
3.436553,538.330078,4.603573
3.459773,538.330078,3.006565
3.482993,538.330078,1.849118
3.506213,538.330078,1.999778
3.529433,64.599609,1.903541
3.552653,64.599609,1.904709
3.575873,1033.59375,1.046901
3.599093,86.132812,1.654467
3.622313,21.533203,22.123425
3.645533,21.533203,6.189839
3.668753,473.730469,4.320518
3.691973,473.730469,2.420446
3.715193,107.666016,2.678658
3.738413,947.460938,3.430202
3.761633,947.460938,6.134802
3.784853,947.460938,5.003115
3.808073,947.460938,1.480018
3.831293,947.460938,0.454816
3.854512,473.730469,0.361168
3.877732,947.460938,1.059148
3.900952,947.460938,1.047764
3.924172,473.730469,0.883684
3.947392,947.460938,0.552876
3.970612,947.460938,0.692175
